uuid,latitude,longitude,altitude,speed,timestamp
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.527399,-52.762094,61.58136,9.65,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.526817,-52.761875,60.311462,11.76,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.526286,-52.761674,59.923462,13.22,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.525805,-52.761494,59.842407,13.57,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.52524,-52.761285,61.366638,10.41,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.524736,-52.761055,58.502441,9.28,2017-07-18 12:07
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.530725,-52.756836,72.151733,11.21,2017-07-18 12:08
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.530464,-52.757572,71.795593,4.92,2017-07-18 12:08
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.530184,-52.758168,78.150085,12.77,2017-07-18 12:08
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.529858,-52.758697,75.735107,14.13,2017-07-18 12:08
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.532712,-52.751596,78.972351,4.92,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.532478,-52.752189,80.631287,10.65,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.53221,-52.752883,78.561035,13.57,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.531863,-52.75381,78.997559,13.27,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.531622,-52.754447,76.111938,13.93,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.531244,-52.755368,76.048401,12.32,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.531055,-52.756026,71.344421,12.82,2017-07-18 12:09
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.536068,-52.749528,80.430359,16.43,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.535711,-52.74882,79.00769,16.200001,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.535251,-52.748232,75.805054,14.77,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.534627,-52.747505,72.315552,11.32,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.534074,-52.747698,70.482849,12.67,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.533839,-52.748349,72.235779,14.1,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.533505,-52.749334,76.304138,14.62,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.533298,-52.750084,75.535706,14.79,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.533026,-52.75081,75.279236,13.58,2017-07-18 12:10
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.540526,-52.751969,110.570435,7.01,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.540079,-52.752354,107.963013,16.040001,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.539256,-52.752715,104.917236,17.24,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.538627,-52.752716,102.23761,16.85,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.537748,-52.752604,99.08136,15.3,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.536993,-52.752114,93.87616,16.27,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.536538,-52.751077,87.048035,15,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.53631,-52.750322,85.676575,16.190001,2017-07-18 12:11
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.544245,-52.745576,103.885925,4.25,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.543996,-52.74563,103.735413,7.83,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.543544,-52.745896,100.778809,14.98,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.543122,-52.746483,104.759644,17.860001,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.542761,-52.747292,105.326477,18.58,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.542221,-52.748504,114.030396,17.870001,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.541704,-52.749654,112.164612,16.83,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.541362,-52.750405,111.044312,16.18,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.540892,-52.751404,111.327393,12.52,2017-07-18 12:12
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.547472,-52.746499,107.30365,13.9,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.547105,-52.745995,109.11084,13.99,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.546629,-52.745691,110.824158,13.95,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.545894,-52.745634,112.067993,13.68,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.545401,-52.745607,108.757874,12.48,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.544796,-52.745576,107.301636,10.69,2017-07-18 12:13
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.553749,-52.746052,109.497498,18.969999,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.553147,-52.746598,111.869324,18.690001,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.552291,-52.747445,117.695862,18.59,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.551542,-52.748338,116.714233,15.95,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.550744,-52.748608,113.456116,15.77,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.549932,-52.748293,107.921326,16.700001,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.549074,-52.747914,107.111389,16.01,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.5483,-52.747547,103.79303,14.02,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.547875,-52.747051,103.083801,8.14,2017-07-18 12:14
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.560707,-52.748218,92.296997,10.61,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.560176,-52.747821,89.792664,17.9,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.559347,-52.747034,90.625916,18.530001,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.558805,-52.74644,91.832764,18.07,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.558021,-52.745744,95.092285,15.48,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.557237,-52.745366,98.546387,15.07,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.55668,-52.745244,98.52832,16.040001,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.55588,-52.745275,98.732544,13.22,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.555298,-52.745355,102.500732,5.4,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.554832,-52.745438,104.082153,12.71,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.554316,-52.745575,109.082397,16.309999,2017-07-18 12:15
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.561179,-52.748497,81.653564,4.45,2017-07-18 12:16
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568594,-52.743127,61.975342,18.309999,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568131,-52.743825,62.317566,18.440001,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567368,-52.744757,61.15686,18.549999,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566812,-52.745321,64.01947,18.620001,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566116,-52.746038,62.932922,17.67,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.565612,-52.746631,65.021912,18.02,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.565089,-52.747199,63.025024,18.059999,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.564556,-52.747767,63.083313,18.27,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.563956,-52.748228,64.543213,17.82,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.563351,-52.748547,69.177307,17.76,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.562715,-52.74876,69.202942,16.860001,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.562095,-52.748805,69.341919,15.14,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.561515,-52.748681,77.805542,9.18,2017-07-18 12:17
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570186,-52.73598,64.907837,5.69,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570368,-52.736232,65.486938,8.06,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570737,-52.736758,63.607544,9.01,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571074,-52.737275,61.030212,7.21,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571093,-52.73771,59.393616,6.48,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570938,-52.738053,58.994873,10.8,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570649,-52.73869,59.31073,14.65,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570361,-52.739376,58.160645,15.97,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570047,-52.740122,57.96106,16.870001,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569542,-52.741238,58.536316,17.629999,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.56901,-52.742383,62.545532,17.809999,2017-07-18 12:18
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570662,-52.730949,55.861694,6.58,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570298,-52.731581,60.246277,12.31,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569947,-52.732189,60.463562,10.8,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569565,-52.732902,59.499451,12.07,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569168,-52.733548,61.117676,9.62,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568893,-52.734125,68.862,4.32,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569116,-52.734462,67.565369,9.28,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.5695,-52.735008,67.384277,11.72,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569948,-52.735645,66.448486,8.99,2017-07-18 12:19
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569908,-52.732986,58.632812,6.05,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569979,-52.733328,60.429749,7.84,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570146,-52.732651,60.498596,5.5,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570301,-52.732409,62.638123,4.98,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.57047,-52.732144,60.920166,7.88,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570715,-52.731739,62.94989,6.18,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570892,-52.731418,61.118164,7.36,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570943,-52.731016,54.820679,6.63,2017-07-18 12:20
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570034,-52.732695,59.634521,1.29,2017-07-18 12:21
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570408,-52.732992,68.305847,0.69,2017-07-18 12:22
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570259,-52.732741,66.980469,1.05,2017-07-18 12:22
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.57093,-52.73365,72.783569,1.38,2017-07-18 12:23
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570744,-52.733447,70.559204,1.41,2017-07-18 12:23
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.57058,-52.733215,68.540771,1.15,2017-07-18 12:23
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571136,-52.733805,71.706848,1.06,2017-07-18 12:24
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571946,-52.738219,53.31543,1.38,2017-07-18 16:26
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571813,-52.737956,46.728394,2.23,2017-07-18 16:26
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572044,-52.739404,55.620972,1.56,2017-07-18 16:27
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.57219,-52.739148,55.082153,1.45,2017-07-18 16:27
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572174,-52.738815,55.006836,1.58,2017-07-18 16:27
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572068,-52.738514,53.074707,1.47,2017-07-18 16:27
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571671,-52.740273,54.957086,1.44,2017-07-18 16:28
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571801,-52.739989,54.42508,1.69,2017-07-18 16:28
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571915,-52.739681,55.278095,1.65,2017-07-18 16:28
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571641,-52.740615,56.735626,-1,2017-07-18 16:29
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571951,-52.740822,62.216331,-1,2017-07-18 16:30
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572189,-52.741384,58.45053,0.55,2017-07-18 16:32
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571977,-52.741229,58.619201,0.21,2017-07-18 16:32
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572342,-52.741103,57.990171,0.16,2017-07-18 16:33
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.572567,-52.741282,58.257376,3.57,2017-07-18 16:34
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571531,-52.743675,59.662666,1.28,2017-07-18 16:36
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571573,-52.743346,59.909659,1.58,2017-07-18 16:36
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571584,-52.74301,59.779154,0.62,2017-07-18 16:36
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571768,-52.742799,58.566714,1.23,2017-07-18 16:36
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570963,-52.74474,58.577973,1.47,2017-07-18 16:37
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571132,-52.744506,59.000833,1.53,2017-07-18 16:37
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571289,-52.744259,58.764358,1.76,2017-07-18 16:37
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.571423,-52.743989,59.417186,1.87,2017-07-18 16:37
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570814,-52.746088,61.087509,1.68,2017-07-18 16:38
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570809,-52.74575,60.795404,1.91,2017-07-18 16:38
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570884,-52.745412,60.321322,1.9,2017-07-18 16:38
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570922,-52.745073,58.808363,1.88,2017-07-18 16:38
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570401,-52.747254,64.677891,1.78,2017-07-18 16:39
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570486,-52.746945,64.693602,1.68,2017-07-18 16:39
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570643,-52.746682,64.195441,1.58,2017-07-18 16:39
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570806,-52.746438,64.270701,1.55,2017-07-18 16:39
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570093,-52.74811,70.015741,1.59,2017-07-18 16:40
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570282,-52.747919,68.272164,1.38,2017-07-18 16:40
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.570351,-52.747588,65.8687,1.64,2017-07-18 16:40
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569211,-52.748107,68.152123,1.81,2017-07-18 16:41
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569413,-52.748281,70.754071,1.81,2017-07-18 16:41
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569639,-52.748301,70.402354,1.82,2017-07-18 16:41
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569871,-52.748211,70.231562,1.76,2017-07-18 16:41
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568383,-52.748516,61.87279,1.99,2017-07-18 16:42
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568558,-52.748285,62.532351,1.73,2017-07-18 16:42
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568746,-52.748094,63.746148,1.7,2017-07-18 16:42
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568982,-52.748032,65.818776,1.98,2017-07-18 16:42
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568164,-52.748631,61.023945,1.82,2017-07-18 16:43
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566617,-52.746489,61.25354,1.74,2017-07-19 8:53
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566756,-52.746761,62.245789,1.8,2017-07-19 8:53
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566482,-52.7462,59.968994,1.77,2017-07-19 8:54
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.5666,-52.745421,60.072144,1.89,2017-07-19 8:55
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566422,-52.745651,59.898865,2.02,2017-07-19 8:55
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566313,-52.745956,58.715332,1.7,2017-07-19 8:55
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567107,-52.744321,61.712891,1.9,2017-07-19 8:56
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567026,-52.744645,60.231873,1.71,2017-07-19 8:56
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566946,-52.744969,59.728455,1.6,2017-07-19 8:56
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.566785,-52.745203,59.348633,1.44,2017-07-19 8:56
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567226,-52.743476,59.708618,1.96,2017-07-19 8:57
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.56704,-52.743675,61.750305,1.86,2017-07-19 8:57
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567011,-52.74401,61.799805,2.45,2017-07-19 8:57
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567583,-52.742335,61.426575,2.13,2017-07-19 8:58
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567384,-52.742503,62.21814,1.84,2017-07-19 8:58
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567389,-52.74286,60.553589,1.72,2017-07-19 8:58
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.56735,-52.743191,60.774719,2,2017-07-19 8:58
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568477,-52.741223,62.287109,2.07,2017-07-19 8:59
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568307,-52.741449,63.265076,1.8,2017-07-19 8:59
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568145,-52.741709,62.96814,1.76,2017-07-19 8:59
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567968,-52.741945,61.551453,1.99,2017-07-19 8:59
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.567784,-52.742165,62.293579,1.85,2017-07-19 8:59
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569121,-52.740234,63.151123,2.04,2017-07-19 9:00
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568954,-52.740458,62.304077,1.85,2017-07-19 9:00
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568781,-52.740698,62.901367,1.9,2017-07-19 9:00
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.568628,-52.740956,62.597229,1.82,2017-07-19 9:00
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.56926,-52.739024,61.091187,2,2017-07-19 9:01
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569266,-52.739365,60.840454,1.98,2017-07-19 9:01
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569328,-52.739688,61.483765,1.63,2017-07-19 9:01
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569303,-52.740021,63.017517,1.93,2017-07-19 9:01
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569426,-52.737681,65.020081,1.83,2017-07-19 9:02
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569336,-52.737992,64.464355,1.82,2017-07-19 9:02
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569302,-52.73834,61.749634,1.62,2017-07-19 9:02
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.56927,-52.738678,61.261597,2.01,2017-07-19 9:02
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569692,-52.736362,67.743958,1.86,2017-07-19 9:03
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569663,-52.736715,66.49707,1.88,2017-07-19 9:03
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569628,-52.737059,66.30426,2.04,2017-07-19 9:03
,,,,,
,,,,,
CFCB52C1-3904-450A-91AF-7C6B5F467922,47.569525,-52.737369,65.070923,1.76,2017-07-19 9:03
,,,,,
,,,,,
